Feature,Company: ARAG – gewerbeversicherung_betriebshaftpflichtversicherung,Company: AXA – geschaeftskunden_veranstalterhaftpflichtversicherung,source,Company: Barmenia – Krankenhaustagegeld,Company: DKV – Betriebliche Krankenversicherung,Company: barmenia – deu_bde_privat_bde_produkte_privat_bde_gesundheit_kv_voll_spezialtarife_uebersicht.xhtml,Company: dkv – kunden-kundenbereich-service-rechnungen-einreichen-91963.md,Company: Barmenia – deu_bde_privat_bde_service_bde_infocenter_bde_krankenversicherung_bde_erstattungsfaehige_naturheilverfahren_uebersicht.xhtml,Company: DKV – gesundheit-organisation-hilfsmittel-service-schlafapnoe-geraete.md,Company: DKV – produkte-beihilfetarif-beamtenanwaerter-beamte-referendare-111254.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie,Company: DKV – Gesundheit Organisation Hilfsmittel Service Rollatoren,Company: ERGO – Zahnzusatzversicherung Verdoppelter Festzuschuss bei Zahnersatz,Company: dkv – gesundheit-organisation-hilfsmittel-service-hilfsmittel-zur-insulintherapie.md,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit,Company: dkv – zusatzversicherungen.md,Company: ergo – de_Service_ereignis-melden_leistungsfall-melden_kranken,Company: DKV – gesundheit-innere-organe.md,Company: ERGO – de_Service_ereignis-melden_leistungsfall-melden_zahn,Company: DKV – gesundheit-familienprogramme.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie_abschluss_kfo,Company: DKV – Gesundheit Organisation Hilfsmittel Service Beatmungsgeräte,Company: ERGO – Zahnzusatzversicherung mit Implantaten,Company: Generali – service-kontakt_schaden-melden_haftpflicht,Company: ERGO – de_Produkte_Haftpflichtversicherung_Hundehalterhaftpflicht,Company: dkv – gesundheit-familie.md,Company: ergo – de_Produkte,Company: DKV – private-krankenversicherungen.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_zahnersatz,Company: DKV – produkte-krankenversicherung-grosskunden-firmen-1556.md,Company: Generali – geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland,Company: dkv – gesundheit-organisation-hilfsmittel-service-kompressionstherapiegeraete.md,Company: generali – service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung,Company: ERGO – Zahnzusatzversicherung,Company: Generali – Krankenzusatzversicherung,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit_abschluss_zez,Company: generali – service-kontakt_self-service_dokumente-einreichen_rechnung,Company: Generali – privatkunden_gesundheit-freizeit_gesundheitsservices,Company: R+V – krankenversicherungen,Company: R+V – private-krankenversicherung,Company: SDK – versicherungen_zusatzversicherung_auslandskrankenversicherung,Company: sdk – versicherungen_zusatzversicherung_zahnzusatzversicherung_was-genau-passiert-bei-einer-professionellen-zahnreinigung,Company: group – produkte_ambulante-zusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsberatung,Company: group – produkte_auslandskrankenversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_elektro-kleinstfahrzeuge,Company: r+v – haftpflichtversicherung_haus-und-grundbesitzerhaftpflicht,Company: sdk – versicherungen_private-krankenversicherung_angebot,Company: group – produkte_zahnzusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsdienstleistungen-fuer-krankenzusatzversicherte,Company: group – produkte_auslandskrankenversicherung_familie,Company: sdk – versicherungen_zusatzversicherung_krankentagegeldversicherung,Company: group – service_gesundheitswelt,Company: sdk – versicherungen_private-krankenversicherung_work-life-balance-fuer-medizinerinnen-und-mediziner,Company: group – ratgeber_zahnzusatzversicherung-zahnfuellung,Company: sdk – services_online-services_einwilligungerklaerung,Company: group – ratgeber_zahnzusatzversicherung-sinnvoll,Company: sdk – versicherungen_zusatzversicherung_auslandskrankenversicherung_rechner,Company: group – produkte_private-krankenversicherung_studenten,Company: sdk – services_online-services_faq,Company: group – ratgeber_zahnzusatzversicherung-weisse-zaehne,Company: sdk – versicherungen_zusatzversicherung_ambulante-zusatzversicherung,Company: group – produkte_private-krankenversicherung_angebot,Company: sdk – versicherungen_private-krankenversicherung_pkv-fuer-aerzte,Company: group – ratgeber_zahnzusatzversicherung-ohne-wartezeit,Company: sdk – versicherungen_private-krankenversicherung,Company: group – produkte_krankenhauszusatzversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_quad-versicherung.md,Company: r+v – haftpflichtversicherung_gewaesserschadenhaftpflicht,Company: sdk – downloads_Broschueren_Broschuere-Optionstarif-Private-Krankenversicherung-1.645s.pdf,Company: group – ratgeber_zahnzusatzversicherung-professionelle-zahnreinigung,Company: r+v – service,Company: group – produkte,Company: Generali – privatkunden_fahrzeug-zuhause_kunstversicherung,Company: ERGO – de_Service_ereignis-melden_schadenfall-melden,Company: R+V – beratung_direktberatung,Company: SIGNAL IDUNA – service_schaden-melden,Company: Generali – privatkunden_rundum-schutz_mein-zukunftsplan,Company: ERGO – de_Produkte_Rentenversicherung_Sofort-Rente,Company: r+v – altersvorsorge_private-rentenversicherung_privat-rente-indexinvest,Company: group – produkte_gewerbe_betriebsrentenversicherung,Company: sdk – versicherungen_altersvorsorge_betriebliche-altersvorsorge,Company: group – service_bav-net,Company: dkv – Reiserücktrittsversicherung & Reiseabbruchversicherung,Company: ergo – Schülerreise-Versicherung,Company: dkv – productdb_img_img_Auszeichnungen_Siegel-Franke-Bornberg-BMK1-BMZ1_XL.jpg_6,Company: ergo – de_Service_ereignis-melden,Company: AXA – pk_gesundheit_p_krankenhauszusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_uebersicht.xhtml,Company: AXA – pk_gesundheit_p_ambulante-zusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_kollektiv_1_uebersicht.xhtml,Company: Barmenia – MediApp-Tarif (Telearzt),Company: DKV – Orthesen Service,Company: Barmenia – VHV+ Tarif,Company: DKV – KombiMed Zahn Plus
Coverage for Pre-existing Conditions,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unterstützung trotz Vorerkrankungen,Risikozuschlag bei bestimmten Vorerkrankungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Coverage,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Gültig im Ausland, Kostenübernahme für Rücktransporte",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employer Contribution,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximal die Hälfte des Versicherungsbeitrags,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Waiting Period,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Keine Wartezeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quad Insurance,Water Damage Liability Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liability, Partial and Full Comprehensive, Theft, Damage","Oil Tank Leakage, Property Damage, Unauthorized Claims Protection",,,,,,,,,,,,,,,,,,,,,,,,,,
Maximum Coverage Amount,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 100 million € per claim,"15 million € (classic), 50 million € (comfort)",,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Benefits,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roadside Assistance, Foreign Damage Protection",Future Condition Improvements without Extra Cost,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Factors,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Engine Power, No-Claim Discount, Mileage",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasonal Usage Option,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available (Seasonal License Plate),Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_4.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expertise as a major German auto insurer,Two coverage levels: classic and comfort,,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Dental Cleaning,,,comparison_cluster_40.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Coverage available, up to 100% reimbursement depending on the plan",,,,,,,,,,,,,,,,,,,,,,,,
Reimbursement Percentage,,,comparison_cluster_40.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"70% with ZahnPLUS, 90% with ZahnTOP, 100% with ZahnEXKLUSIV",,,,,,,,,,,,,,,,,,,,,,,,
Annual Limit,,,comparison_cluster_40.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No annual limit,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_40.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No waiting period,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Children and Youth,,,comparison_cluster_40.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes, included in all plans",,,,,,,,,,,,,,,,,,,,,,,,
Additional Benefits,,,comparison_cluster_40.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Protects against high dental costs due to caries and periodontitis,,,,,,,,,,,,,,,,,,,,,,,,
Auto Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Health Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available (including supplementary),Available (including supplementary),,,,,,,,,,,,,,,,,,,,,,
Home Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Disability Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Animal Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Available (e.g., dog and horse surgery)",Not specified,,,,,,,,,,,,,,,,,,,,,,
Legal Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Available,,,,,,,,,,,,,,,,,,,,,,
Travel Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Available,,,,,,,,,,,,,,,,,,,,,,
Business Insurance,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Available,,,,,,,,,,,,,,,,,,,,,,
Digital Services,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Customer portal, apps, tariff calculator",Not specified,,,,,,,,,,,,,,,,,,,,,,
Personal Consultation,,,comparison_cluster_41.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Not specified,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_42.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All-Risk for Art, Jewelry, Valuables, Household, and Buildings","Various including Health, Liability, Auto, Travel, Legal",,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_42.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Private clients, Museums, Companies, Exhibitions","General public with specific needs in health, property, etc.",,,,,,,,,,,,,,,,,,,,
Additional Services,,,comparison_cluster_42.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"App for collection management, valuation, cataloging, claims","Online/phone claims, 24/7 advisor access, customer portal",,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_42.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialized art insurance solutions,Wide range of insurance products,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_42.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"arteservice@generali.de, +49 89 5121 3300",Not specified,,,,,,,,,,,,,,,,,,,,
Product Categories,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auto, Haus & Recht, Gesundheit & Pflege, Vorsorge & Vermögen","Gesundheit & Pflege, Vorsorge & Vermögensbildung, Haus & Wohnung, Fahrzeuge, Reisen, Haftpflicht & Rechtsschutz, Gewerbe",,,,,,,,,,,,,,,,,,
Health Insurance Options,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gesetzliche und private Krankenversicherungen, Krankenzusatzversicherungen","Zahnzusatzversicherungen, private Krankenversicherungen, Krankenhauszusatzversicherungen",,,,,,,,,,,,,,,,,,
Vehicle Insurance Options,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Autoversicherung, E-Auto-Versicherung, Motorradversicherung, Wohnmobilversicherung","Autoversicherungen, E-Scooter-Versicherungen, Fahrradversicherungen",,,,,,,,,,,,,,,,,,
Property Insurance Options,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baufinanzierung, Bauleistungsversicherung, Hausratversicherung, Wohngebäudeversicherung",Hausrat- und Wohngebäudeversicherungen,,,,,,,,,,,,,,,,,,
Liability Insurance,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bauherrenhaftpflichtversicherung, Gewässerschadenhaftpflichtversicherung, private Haftpflichtversicherung",Privatrechtsschutz- und Privathaftpflichtversicherungen,,,,,,,,,,,,,,,,,,
Additional Services,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telefonische Beratung, 24/7 Schadenservice","Online Schadenmeldung, Bearbeitungsstand einsehen",,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_43.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beratungs-Hotline: 0611 533-25043, Schadenservice: 0800 533-1111",Hauptverwaltungen in Dortmund und Hamburg,,,,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comprehensive Insurance Coverage,Immediate Annuity,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vehicle, Liability, Accident, Disability, Health",Lifetime monthly pension,,,,,,,,,,,,,,,,
Premium Payment,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Single premium payment,,,,,,,,,,,,,,,,
Entry Age,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,15 to 85 years,,,,,,,,,,,,,,,,
Health Examination Requirement,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No health examination required,,,,,,,,,,,,,,,,
Additional Benefits,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health and Vitality Apps,"Guaranteed minimum interest, surplus participation",,,,,,,,,,,,,,,,
Flexibility Options,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Partial withdrawals from €1,000",,,,,,,,,,,,,,,,
Taxation,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Tax-free pension payments, low taxable portion",,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_44.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health app for uploading medical bills and prescriptions,Pension guarantee period of 5 to 45 years,,,,,,,,,,,,,,,,
Type of Insurance,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Pension Insurance,Occupational Pension Insurance,,,,,,,,,,,,,,
Investment Strategy,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Index Participation with SOMAS Index,Combination of Guarantee and Attractive Returns,,,,,,,,,,,,,,
Contribution Guarantee,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,At least 90% of paid contributions,Not specified,,,,,,,,,,,,,,
Flexibility in Withdrawals,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flexible withdrawals before retirement,Not specified,,,,,,,,,,,,,,
Tax Benefits,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax advantages during saving phase and payout,Tax and social security contribution-free,,,,,,,,,,,,,,
Death Benefit,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor protection,Not specified,,,,,,,,,,,,,,
Eligibility,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Employees earning up to 2,575 Euro monthly",,,,,,,,,,,,,,
Employer Contribution,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,30% state subsidy on contributions,,,,,,,,,,,,,,
Contribution Range,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,240 to 960 Euro annually,,,,,,,,,,,,,,
State Subsidy,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,72 to 288 Euro annually,,,,,,,,,,,,,,
Contract Simplicity,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Quick and uncomplicated contract conclusion,,,,,,,,,,,,,,
Retirement Income Taxation,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Taxed as income at a typically lower rate,,,,,,,,,,,,,,
Social Security Contributions,,,comparison_cluster_45.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Contributions to statutory health and social care insurance,,,,,,,,,,,,,,
Private Health Insurance Options,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available for various professions,Available,,,,,,,,,,,,
Additional Insurance Options,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dental, hospital, outpatient, daily allowance, practice, foreign","Dental, hospital, foreign travel",,,,,,,,,,,,
Retirement Provision,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unlimited tax-free build-up, employer contributions tax-free",Not specified,,,,,,,,,,,,
Direct Pension Benefits,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartz IV security, portability with job change",Not specified,,,,,,,,,,,,
Employer Benefits,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attracts skilled workers, contributions as business expenses",Not specified,,,,,,,,,,,,
Digital Management Platform,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,SI bAVnet for paperless contract management,,,,,,,,,,,,
Customer Support,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal advice via phone and on-site,Not specified,,,,,,,,,,,,
Data Security and Archiving,,,comparison_cluster_46.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Emphasized in digital platform,,,,,,,,,,,,
Target Audience,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Angestellte, Selbstständige, Existenzgründer, Ärzte, Beamte",Gesetzlich Versicherte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Features,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Premium-Leistungen, Beitragsrückerstattungen","Privatpatientenstatus, Ein- oder Zweibettzimmer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility and Customization,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Individuelle Tarifanpassungen, umfangreiche Wechseloptionen","Vier Tarife: UNFALL, START, PLUS, TOP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Facharztterminservice, Vorsorgemaßnahmen","Assistance-Leistungen, Fahrdienste, Kinderbetreuung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Management,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altersrückstellung, Beitragsentlastung",Beitrag nach Eintrittsalter und Leistungsumfang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Offers,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20% Rabatt für Ärzte, bis zu 40% Ersparnis für Angestellte","2,97 Euro monatlich für Kinder bis 15 Jahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Abroad,,,comparison_cluster_47.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Gültig im Ausland, Kostenübernahme für Rücktransporte",,,,,,,,,,,,,,,,,,,,,,,,,,,,
